Expiry Time,Risk-Free Rate,Volatility,Strike Price,Original Method Price,Optimized Method Price,Basis,Call Flag,Original Computation Time,Optimized Computation Time
1,0.05,0.2,50,0.000136911,0.000334917,0,0,3.57,4.02454
1,0.05,0.2,50,0.000136911,0.000105091,1,0,3.57,4.02734
1,0.05,0.2,50,0.000136911,4.51225e-05,2,0,3.57,4.01377
1,0.05,0.3,102,12.753,13.3019,0,1,28.8465,33.6315
1,0.05,0.3,102,12.753,13.1374,1,1,28.8465,53.8396
1,0.05,0.3,102,12.753,13.3072,2,1,28.8465,49.8769
1,0.05,0.3,105,11.2414,11.8684,0,1,26.8517,35.8376
1,0.05,0.3,105,11.2414,11.9912,1,1,26.8517,57.0754
1,0.05,0.3,105,11.2414,11.9506,2,1,26.8517,53.3554
1,0.05,0.3,110,8.73494,9.79814,0,1,24.0021,38.4264
1,0.05,0.3,110,8.73494,9.94493,1,1,24.0021,61.8872
1,0.05,0.3,110,8.73494,10.0225,2,1,24.0021,58.3314
1,0.05,0.3,120,5.24839,6.86029,0,1,19.4687,41.8487
1,0.05,0.3,120,5.24839,6.86967,1,1,19.4687,67.9155
1,0.05,0.3,120,5.24839,6.88882,2,1,19.4687,64.8644
1,0.05,0.3,150,1.74048,2.07728,0,1,12.0939,45.9816
1,0.05,0.3,150,1.74048,2.08829,1,1,12.0939,74.9331
1,0.05,0.3,150,1.74048,2.04083,2,1,12.0939,72.1083
1,0.05,0.3,98,9.63067,8.27808,0,0,28.603,30.4679
1,0.05,0.3,98,9.63067,8.47796,1,0,28.603,48.4713
1,0.05,0.3,98,9.63067,8.52412,2,0,28.603,44.2986
1,0.05,0.3,95,7.99374,7.33489,0,0,26.445,28.5734
1,0.05,0.3,95,7.99374,7.0508,1,0,26.445,44.652
1,0.05,0.3,95,7.99374,7.14185,2,0,26.445,40.8571
1,0.05,0.3,90,5.8987,5.15205,0,0,23.226,24.8359
1,0.05,0.3,90,5.8987,5.58591,1,0,23.226,39.4711
1,0.05,0.3,90,5.8987,5.06511,2,0,23.226,34.7403
1,0.05,0.3,80,2.73933,2.63517,1,0,17.8031,30.0967
1,0.05,0.3,80,2.73933,2.57814,0,0,17.8031,19.4298
1,0.05,0.3,80,2.73933,2.34338,2,0,17.8031,25.6258
1,0.05,0.3,50,0.0226007,0.0489759,0,0,4.61692,5.09455
1,0.05,0.3,50,0.0226007,0.0271892,1,0,4.61692,5.37692
1,0.05,0.3,50,0.0226007,0.00893693,2,0,4.61692,4.96396
1,0.05,0.4,102,15.989,17.1743,0,1,28.6136,33.7825
1,0.05,0.4,102,15.989,17.3491,2,1,28.6136,50.8016
1,0.05,0.4,102,15.989,17.2257,1,1,28.6136,54.2543
1,0.05,0.4,105,14.0917,15.9069,0,1,26.9155,35.4604
1,0.05,0.4,105,14.0917,16.5294,1,1,26.9155,56.7813
1,0.05,0.4,105,14.0917,16.1764,2,1,26.9155,53.0855
1,0.05,0.4,110,12.6432,13.6763,0,1,24.5913,37.693
1,0.05,0.4,110,12.6432,14.3353,1,1,24.5913,60.3971
1,0.05,0.4,110,12.6432,14.1895,2,1,24.5913,57.199
1,0.05,0.4,120,8.73056,10.8998,0,1,20.914,40.797
1,0.05,0.4,120,8.73056,10.5006,1,1,20.914,66.1307
1,0.05,0.4,120,8.73056,11.0905,2,1,20.914,63.0996
1,0.05,0.4,150,3.81463,4.28355,0,1,14.9045,45.3648
1,0.05,0.4,150,3.81463,4.9875,1,1,14.9045,73.2433
1,0.05,0.4,150,3.81463,5.28425,2,1,14.9045,70.3542
1,0.05,0.4,98,13.2575,11.9314,0,0,29.6206,31.5221
1,0.05,0.4,98,13.2575,11.9619,1,0,29.6206,50.3463
1,0.05,0.4,98,13.2575,12.2489,2,0,29.6206,46.5502
1,0.05,0.4,95,11.848,10.5842,0,0,28.0292,29.8061
1,0.05,0.4,95,11.848,10.7076,1,0,28.0292,47.3844
1,0.05,0.4,95,11.848,10.5594,2,0,28.0292,43.5384
1,0.05,0.4,90,9.35653,8.5976,0,0,25.3322,28.2729
1,0.05,0.4,90,9.35653,8.35786,2,0,25.3322,38.8983
1,0.05,0.4,90,9.35653,8.73994,1,0,25.3322,43.167
1,0.05,0.4,80,5.43122,4.97024,0,0,20.5354,22.5003
1,0.05,0.4,80,5.43122,4.88711,1,0,20.5354,34.6649
1,0.05,0.4,80,5.43122,4.82369,2,0,20.5354,31.0544
1,0.05,0.4,50,0.328448,0.28627,0,0,9.25657,10.2782
1,0.05,0.4,50,0.328448,0.32008,1,0,9.25657,14.1477
1,0.05,0.4,50,0.328448,0.181517,2,0,9.25657,11.7318
1,0.05,0.5,102,19.4963,20.9159,0,1,28.2206,34.3184
1,0.05,0.5,102,19.4963,21.1927,1,1,28.2206,55.1701
1,0.05,0.5,102,19.4963,21.5309,2,1,28.2206,51.322
1,0.05,0.5,105,14.9124,19.4854,0,1,26.7865,35.3774
1,0.05,0.5,105,14.9124,20.0084,1,1,26.7865,57.199
1,0.05,0.5,105,14.9124,20.2525,2,1,26.7865,53.4495
1,0.05,0.5,110,14.1857,17.758,0,1,24.9677,37.6606
1,0.05,0.5,110,14.1857,17.1806,1,1,24.9677,60.2948
1,0.05,0.5,110,14.1857,18.7054,2,1,24.9677,56.498
1,0.05,0.5,120,9.97393,14.955,0,1,21.8215,40.1817
1,0.05,0.5,120,9.97393,14.8852,1,1,21.8215,64.8505
1,0.05,0.5,120,9.97393,15.4362,2,1,21.8215,61.1833
1,0.05,0.5,150,6.53776,8.0775,0,1,16.2062,44.5346
1,0.05,0.5,150,6.53776,8.41878,1,1,16.2062,71.924
1,0.05,0.5,150,6.53776,8.27499,2,1,16.2062,69.201
1,0.05,0.5,98,16.8353,15.8032,0,0,30.6448,32.5162
1,0.05,0.5,98,16.8353,15.6609,1,0,30.6448,51.7528
1,0.05,0.5,98,16.8353,15.7144,2,0,30.6448,47.8408
1,0.05,0.5,95,15.319,14.5504,0,0,29.1921,31.2111
1,0.05,0.5,95,15.319,14.5475,1,0,29.1921,49.7699
1,0.05,0.5,95,15.319,14.1773,2,0,29.1921,45.6357
1,0.05,0.5,90,12.7947,11.8519,0,0,26.9885,28.7269
1,0.05,0.5,90,12.7947,11.6799,1,0,26.9885,45.6061
1,0.05,0.5,90,12.7947,11.6764,2,0,26.9885,41.6182
1,0.05,0.5,80,8.48198,7.83602,0,0,23.0443,24.6328
1,0.05,0.5,80,8.48198,7.77487,1,0,23.0443,38.3531
1,0.05,0.5,80,8.48198,7.46918,2,0,23.0443,34.3526
1,0.05,0.5,50,1.01256,1.00655,0,0,12.2216,13.7143
1,0.05,0.5,50,1.01256,0.95358,1,0,12.2216,20.0442
1,0.05,0.5,50,1.01256,0.730315,2,0,12.2216,16.7095
1,0.1,0.1,102,8.2673,8.83656,0,1,33.3672,29.0518
1,0.1,0.1,102,8.2673,8.84128,1,1,33.3672,46.4041
1,0.1,0.1,102,8.2673,8.89208,2,1,33.3672,42.0654
1,0.1,0.1,105,6.56205,6.83823,0,1,28.0465,34.3266
1,0.1,0.1,105,6.56205,6.88331,1,1,28.0465,54.6619
1,0.1,0.1,105,6.56205,6.89129,2,1,28.0465,50.9926
1,0.1,0.1,110,3.87097,4.29055,0,1,20.7527,39.9101
1,0.1,0.1,110,3.87097,4.21962,1,1,20.7527,64.8954
1,0.1,0.1,110,3.87097,4.13954,2,1,20.7527,61.5927
1,0.1,0.1,120,0.932769,1.23334,0,1,12.3361,45.5817
1,0.1,0.1,120,0.932769,1.14734,1,1,12.3361,74.0394
1,0.1,0.1,120,0.932769,1.19355,2,1,12.3361,71.2622
1,0.1,0.1,150,0.000602166,0.00543898,0,1,3.58395,47.1689
1,0.1,0.1,150,0.000602166,0.00301188,1,1,3.58395,76.7621
1,0.1,0.1,150,0.000602166,0.00245001,2,1,3.58395,74.3392
1,0.1,0.1,98,0.933211,0.534526,0,0,19.8261,21.7641
1,0.1,0.1,98,0.933211,0.519987,1,0,19.8261,33.672
1,0.1,0.1,98,0.933211,0.512852,2,0,19.8261,29.0021
1,0.1,0.1,95,0.412654,0.365797,0,0,16.3756,18.6331
1,0.1,0.1,95,0.412654,0.253037,1,0,16.3756,28.0542
1,0.1,0.1,95,0.412654,0.236691,2,0,16.3756,23.2171
1,0.1,0.1,90,0.0906068,0.0725958,0,0,10.1562,10.5044
1,0.1,0.1,90,0.0906068,0.0718101,1,0,10.1562,14.1598
1,0.1,0.1,90,0.0906068,0.0308445,2,0,10.1562,11.7731
1,0.1,0.1,80,5.19103e-05,0.00143075,0,0,3.58327,4.0744
1,0.1,0.1,80,5.19103e-05,0.000590409,1,0,3.58327,4.05369
1,0.1,0.1,80,5.19103e-05,0.000672534,2,0,3.58327,4.11085
1,0.1,0.1,50,0,0,0,0,3.53626,4.0314
1,0.1,0.1,50,0,0,1,0,3.53626,4.03333
1,0.1,0.1,50,0,0,2,0,3.53626,4.08659
1,0.1,0.2,102,11.9405,12.1209,0,1,31.0764,31.2937
1,0.1,0.2,102,11.9405,11.8945,1,1,31.0764,50.0665
1,0.1,0.2,102,11.9405,11.9056,2,1,31.0764,46.1681
1,0.1,0.2,105,10.0797,10.9096,0,1,28.2456,33.9013
1,0.1,0.2,105,10.0797,10.5164,1,1,28.2456,55.6136
1,0.1,0.2,105,10.0797,10.5576,2,1,28.2456,51.0782
1,0.1,0.2,110,7.76406,7.95371,0,1,24.0534,38.1517
1,0.1,0.2,110,7.76406,8.01965,1,1,24.0534,61.2046
1,0.1,0.2,110,7.76406,8.32989,2,1,24.0534,57.7068
1,0.1,0.2,120,3.85882,4.72908,0,1,17.9286,42.6167
1,0.1,0.2,120,3.85882,4.59186,1,1,17.9286,69.2736
1,0.1,0.2,120,3.85882,4.78396,2,1,17.9286,66.2132
1,0.1,0.2,150,0.533538,0.671609,0,1,8.4116,46.812
1,0.1,0.2,150,0.533538,0.63781,1,1,8.4116,76.0244
1,0.1,0.2,150,0.533538,0.629167,2,1,8.4116,73.469
1,0.1,0.2,98,4.2769,3.08111,0,0,24.8993,26.8231
1,0.1,0.2,98,4.2769,3.16443,1,0,24.8993,42.3503
1,0.1,0.2,98,4.2769,3.12968,2,0,24.8993,38.0832
1,0.1,0.2,95,3.10418,2.38254,2,0,21.8905,33.0483
1,0.1,0.2,95,3.10418,2.42182,1,0,21.8905,37.786
1,0.1,0.2,95,3.10418,2.45667,0,0,21.8905,23.9665
1,0.1,0.2,90,1.61332,1.36293,0,0,18.2208,20.0843
1,0.1,0.2,90,1.61332,1.35157,1,0,18.2208,31.0566
1,0.1,0.2,90,1.61332,1.32031,2,0,18.2208,26.6471
1,0.1,0.2,80,0.435858,0.379408,0,0,12.4896,14.0481
1,0.1,0.2,80,0.435858,0.354301,1,0,12.4896,20.5885
1,0.1,0.2,80,0.435858,0.250986,2,0,12.4896,17.1433
1,0.1,0.2,50,0,0,0,0,3.54156,4.02195
1,0.1,0.2,50,0,0,1,0,3.54156,4.02764
1,0.1,0.2,50,0,0.000260402,2,0,3.54156,4.03228
1,0.1,0.3,102,15.3431,15.6536,0,1,30.371,32.2744
1,0.1,0.3,102,15.3431,15.755,1,1,30.371,51.4532
1,0.1,0.3,102,15.3431,15.8418,2,1,30.371,47.9342
1,0.1,0.3,105,13.1386,14.1428,0,1,28.0803,34.2365
1,0.1,0.3,105,13.1386,14.4579,1,1,28.0803,54.9899
1,0.1,0.3,105,13.1386,14.1415,2,1,28.0803,51.2651
1,0.1,0.3,110,11.1861,12.264,0,1,25.1176,36.9845
1,0.1,0.3,110,11.1861,12.05,1,1,25.1176,60.3493
1,0.1,0.3,110,11.1861,12.0007,2,1,25.1176,56.2908
1,0.1,0.3,120,7.06767,8.74986,0,1,20.4061,40.9146
1,0.1,0.3,120,7.06767,8.68114,1,1,20.4061,66.2839
1,0.1,0.3,120,7.06767,8.29134,2,1,20.4061,63.3924
1,0.1,0.3,150,2.5053,2.89837,0,1,12.7827,45.6942
1,0.1,0.3,150,2.5053,2.84282,1,1,12.7827,74.3541
1,0.1,0.3,150,2.5053,2.84976,2,1,12.7827,71.6723
1,0.1,0.3,98,8.2147,6.20061,0,0,27.3969,29.0001
1,0.1,0.3,98,8.2147,6.45593,1,0,27.3969,46.3926
1,0.1,0.3,98,8.2147,6.25085,2,0,27.3969,42.7987
1,0.1,0.3,95,6.71915,5.37487,0,0,25.1892,27.001
1,0.1,0.3,95,6.71915,5.50688,1,0,25.1892,42.7489
1,0.1,0.3,95,6.71915,5.36037,2,0,25.1892,38.4694
1,0.1,0.3,90,4.5707,4.02285,0,0,21.9196,23.841
1,0.1,0.3,90,4.5707,3.90458,1,0,21.9196,37.7298
1,0.1,0.3,90,4.5707,3.64533,2,0,21.9196,32.6737
1,0.1,0.3,80,2.01189,1.82445,0,0,16.8193,18.5732
1,0.1,0.3,80,2.01189,1.77794,1,0,16.8193,28.7471
1,0.1,0.3,80,2.01189,1.63757,2,0,16.8193,24.75
1,0.1,0.3,50,0.0138878,0.00574942,2,0,4.43297,4.48604
1,0.1,0.3,50,0.0138878,0.0177677,1,0,4.43297,5.28587
1,0.1,0.3,50,0.0138878,0.0241693,0,0,4.43297,4.58113
1,0.1,0.4,102,17.9454,19.7543,0,1,29.8053,32.8991
1,0.1,0.4,102,17.9454,18.9706,1,1,29.8053,52.9558
1,0.1,0.4,102,17.9454,19.8444,2,1,29.8053,51.614
1,0.1,0.4,105,16.0569,18.4572,0,1,28.7962,34.3162
1,0.1,0.4,105,16.0569,18.1869,1,1,28.7962,54.9017
1,0.1,0.4,105,16.0569,18.1046,2,1,28.7962,51.8026
1,0.1,0.4,110,13.4621,15.8884,0,1,25.4228,36.6684
1,0.1,0.4,110,13.4621,16.0923,1,1,25.4228,59.8115
1,0.1,0.4,110,13.4621,15.7378,2,1,25.4228,55.6255
1,0.1,0.4,120,10.4079,12.7514,0,1,21.8726,40.1411
1,0.1,0.4,120,10.4079,12.6791,1,1,21.8726,64.6633
1,0.1,0.4,120,10.4079,12.7849,2,1,21.8726,61.7064
1,0.1,0.4,150,4.62251,5.86263,0,1,14.9798,44.811
1,0.1,0.4,150,4.62251,5.61813,1,1,14.9798,72.9491
1,0.1,0.4,150,4.62251,5.74537,2,1,14.9798,70.7553
1,0.1,0.4,98,11.8215,9.69107,1,0,28.8447,48.6356
1,0.1,0.4,98,11.8215,10.0451,0,0,28.8447,30.6376
1,0.1,0.4,98,11.8215,9.90805,2,0,28.8447,44.7203
1,0.1,0.4,95,9.84895,8.93997,0,0,26.8203,28.9471
1,0.1,0.4,95,9.84895,8.77604,1,0,26.8203,45.9974
1,0.1,0.4,95,9.84895,8.59622,2,0,26.8203,42.1978
1,0.1,0.4,90,8.1117,6.81082,0,0,24.53,26.2989
1,0.1,0.4,90,8.1117,6.73522,1,0,24.53,41.3964
1,0.1,0.4,90,8.1117,6.68518,2,0,24.53,37.4204
1,0.1,0.4,80,4.47783,4.02458,0,0,19.7461,21.8611
1,0.1,0.4,80,4.47783,3.90374,1,0,19.7461,33.6545
1,0.1,0.4,80,4.47783,3.60271,2,0,19.7461,30.0239
1,0.1,0.4,50,0.244025,0.20931,1,0,9.18599,12.2557
1,0.1,0.4,50,0.244025,0.241107,0,0,9.18599,9.7784
1,0.1,0.4,50,0.244025,0.101334,2,0,9.18599,10.3346
1,0.1,0.5,102,20.3072,23.1519,0,1,28.9956,33.5128
1,0.1,0.5,102,20.3072,23.3273,1,1,28.9956,53.3208
1,0.1,0.5,102,20.3072,22.6857,2,1,28.9956,50.4689
1,0.1,0.5,105,19.1189,20.9897,0,1,27.6204,34.8681
1,0.1,0.5,105,19.1189,22.1691,2,1,27.6204,52.1897
1,0.1,0.5,105,19.1189,21.6915,1,1,27.6204,56.2366
1,0.1,0.5,110,15.2376,19.7429,0,1,25.7986,36.8263
1,0.1,0.5,110,15.2376,19.4738,1,1,25.7986,58.7647
1,0.1,0.5,110,15.2376,20.0972,2,1,25.7986,55.213
1,0.1,0.5,120,11.8803,16.6068,0,1,22.5734,39.8714
1,0.1,0.5,120,11.8803,16.5525,1,1,22.5734,64.0366
1,0.1,0.5,120,11.8803,16.7693,2,1,22.5734,60.4827
1,0.1,0.5,150,7.47937,9.50398,0,1,16.7594,44.0361
1,0.1,0.5,150,7.47937,9.12597,1,1,16.7594,71.2061
1,0.1,0.5,150,7.47937,9.44121,2,1,16.7594,68.6239
1,0.1,0.5,98,14.9703,13.426,0,0,29.508,31.7192
1,0.1,0.5,98,14.9703,13.6066,1,0,29.508,50.6897
1,0.1,0.5,98,14.9703,13.4156,2,0,29.508,46.4115
1,0.1,0.5,95,13.9677,12.0717,0,0,28.5902,30.2807
1,0.1,0.5,95,13.9677,12.0253,1,0,28.5902,48.7573
1,0.1,0.5,95,13.9677,12.0254,2,0,28.5902,44.5187
1,0.1,0.5,90,11.0512,10.2574,0,0,25.8937,28.1815
1,0.1,0.5,90,11.0512,10.0126,1,0,25.8937,44.4817
1,0.1,0.5,90,11.0512,9.80485,2,0,25.8937,40.3262
1,0.1,0.5,80,7.23902,6.6564,0,0,22.0394,23.9652
1,0.1,0.5,80,7.23902,6.757,1,0,22.0394,37.6601
1,0.1,0.5,80,7.23902,6.09483,2,0,22.0394,33.1315
1,0.1,0.5,50,0.871034,0.795625,0,0,12.1472,13.4288
1,0.1,0.5,50,0.871034,0.742682,1,0,12.1472,19.2366
1,0.1,0.5,50,0.871034,0.574069,2,0,12.1472,16.1679
5,0.02,0.1,102,12.8075,12.875,0,1,30.6789,26.4225
5,0.02,0.1,102,12.8075,12.9977,1,1,30.6789,40.227
5,0.02,0.1,102,12.8075,12.7493,2,1,30.6789,37.5368
5,0.02,0.1,105,11.3751,11.3842,0,1,28.299,26.5171
5,0.02,0.1,105,11.3751,11.4961,1,1,28.299,40.1785
5,0.02,0.1,105,11.3751,11.2903,2,1,28.299,37.1295
5,0.02,0.1,110,8.63263,9.18905,0,1,24.2672,26.492
5,0.02,0.1,110,8.63263,9.25118,1,1,24.2672,40.6019
5,0.02,0.1,110,8.63263,9.06305,2,1,24.2672,37.2105
5,0.02,0.1,120,4.91686,5.72112,0,1,18.7616,26.5444
5,0.02,0.1,120,4.91686,5.94373,1,1,18.7616,40.1239
5,0.02,0.1,120,4.91686,5.54686,2,1,18.7616,37.6974
5,0.02,0.1,150,0.878021,1.02461,1,1,9.73291,40.566
5,0.02,0.1,150,0.878021,1.01191,0,1,9.73291,26.3399
5,0.02,0.1,150,0.878021,1.01223,2,1,9.73291,36.7161
5,0.02,0.1,98,5.21694,3.86269,0,0,25.6673,26.4756
5,0.02,0.1,98,5.21694,36.2092,1,0,25.6673,40.4129
5,0.02,0.1,98,5.21694,35.6996,2,0,25.6673,37.058
5,0.02,0.1,95,3.83243,3.04201,0,0,22.8778,26.3457
5,0.02,0.1,95,3.83243,34.5403,1,0,22.8778,40.1365
5,0.02,0.1,95,3.83243,34.7778,2,0,22.8778,37.0917
5,0.02,0.1,90,2.36758,2.62617,0,0,19.32,26.6405
5,0.02,0.1,90,2.36758,32.7674,1,0,19.32,40.2096
5,0.02,0.1,90,2.36758,32.4614,2,0,19.32,36.791
5,0.02,0.1,80,0.740893,0.661335,0,0,13.9747,26.6894
5,0.02,0.1,80,0.740893,29.3905,1,0,13.9747,40.2723
5,0.02,0.1,80,0.740893,29.5345,2,0,13.9747,37.2835
5,0.02,0.1,50,4.15237e-06,0.000263073,0,0,3.53919,4.91235
5,0.02,0.1,50,4.15237e-06,0.709965,1,0,3.53919,5.86764
5,0.02,0.1,50,4.15237e-06,2.19989,2,0,3.53919,8.36205
5,0.02,0.2,102,19.3656,20.967,0,1,28.9241,30.237
5,0.02,0.2,102,19.3656,21.7533,1,1,28.9241,46.1459
5,0.02,0.2,102,19.3656,21.5684,2,1,28.9241,43.7351
5,0.02,0.2,105,16.6944,20.0288,2,1,27.5889,43.7157
5,0.02,0.2,105,16.6944,19.0501,1,1,27.5889,46.9056
5,0.02,0.2,105,16.6944,20.1417,0,1,27.5889,30.3257
5,0.02,0.2,110,14.2018,18.1067,0,1,25.6981,30.1166
5,0.02,0.2,110,14.2018,18.8316,1,1,25.6981,46.5737
5,0.02,0.2,110,14.2018,18.6447,2,1,25.6981,44.2306
5,0.02,0.2,120,10.8052,14.321,0,1,22.2686,30.2488
5,0.02,0.2,120,10.8052,13.7943,1,1,22.2686,46.6028
5,0.02,0.2,120,10.8052,14.8964,2,1,22.2686,43.9943
5,0.02,0.2,150,6.32515,7.88801,0,1,16.0707,29.9797
5,0.02,0.2,150,6.32515,7.54349,1,1,16.0707,46.4197
5,0.02,0.2,150,6.32515,7.07094,2,1,16.0707,44.2409
5,0.02,0.2,98,13.2775,11.7882,0,0,29.1352,30.617
5,0.02,0.2,98,13.2775,48.6644,1,0,29.1352,46.4448
5,0.02,0.2,98,13.2775,49.6639,2,0,29.1352,44.2958
5,0.02,0.2,95,11.5657,10.3566,0,0,27.4364,30.365
5,0.02,0.2,95,11.5657,47.3361,1,0,27.4364,46.5689
5,0.02,0.2,95,11.5657,48.5426,2,0,27.4364,44.4179
5,0.02,0.2,90,9.56506,44.4038,1,0,25.207,46.3118
5,0.02,0.2,90,9.56506,8.49082,0,0,25.207,30.173
5,0.02,0.2,90,9.56506,44.7368,2,0,25.207,43.7813
5,0.02,0.2,80,5.77303,5.41675,0,0,20.8053,30.682
5,0.02,0.2,80,5.77303,39.678,1,0,20.8053,46.3789
5,0.02,0.2,80,5.77303,39.422,2,0,20.8053,43.5364
5,0.02,0.2,50,0.508807,0.444241,0,0,10.437,30.0975
5,0.02,0.2,50,0.508807,25.2887,1,0,10.437,46.8895
5,0.02,0.2,50,0.508807,25.1187,2,0,10.437,43.9521
5,0.02,0.3,102,24.0589,30.1911,0,1,28.2764,32.1904
5,0.02,0.3,102,24.0589,29.5721,1,1,28.2764,49.5908
5,0.02,0.3,102,24.0589,28.3669,2,1,28.2764,48.2218
5,0.02,0.3,105,20.4028,28.0128,0,1,26.9468,32.2988
5,0.02,0.3,105,20.4028,28.414,1,1,26.9468,49.9227
5,0.02,0.3,105,20.4028,28.3957,2,1,26.9468,47.3388
5,0.02,0.3,110,18.032,27.5188,0,1,25.4417,32.1003
5,0.02,0.3,110,18.032,26.042,1,1,25.4417,49.9163
5,0.02,0.3,110,18.032,26.2783,2,1,25.4417,47.6679
5,0.02,0.3,120,14.192,22.7405,0,1,23.1564,32.5169
5,0.02,0.3,120,14.192,22.8127,1,1,23.1564,49.8055
5,0.02,0.3,120,14.192,24.4143,2,1,23.1564,47.3293
5,0.02,0.3,150,10.4124,15.929,0,1,18.4288,32.3358
5,0.02,0.3,150,10.4124,17.0424,1,1,18.4288,50.0232
5,0.02,0.3,150,10.4124,15.9551,2,1,18.4288,47.5278
5,0.02,0.3,98,20.5866,19.4605,0,0,31.0633,32.4382
5,0.02,0.3,98,20.5866,55.7693,1,0,31.0633,49.8499
5,0.02,0.3,98,20.5866,55.8377,2,0,31.0633,47.5327
5,0.02,0.3,95,18.7997,18.0128,0,0,29.8908,32.281
5,0.02,0.3,95,18.7997,55.3062,1,0,29.8908,50.4608
5,0.02,0.3,95,18.7997,54.0333,2,0,29.8908,47.3503
5,0.02,0.3,90,16.4755,15.3609,0,0,28.3623,32.3752
5,0.02,0.3,90,16.4755,51.1714,1,0,28.3623,49.8084
5,0.02,0.3,90,16.4755,51.7744,2,0,28.3623,47.6413
5,0.02,0.3,80,11.9338,11.3339,0,0,24.936,32.4414
5,0.02,0.3,80,11.9338,45.5417,1,0,24.936,49.7796
5,0.02,0.3,80,11.9338,45.3417,2,0,24.936,47.3586
5,0.02,0.3,50,2.65361,2.53763,0,0,15.6149,32.1561
5,0.02,0.3,50,2.65361,28.8186,1,0,15.6149,50.1394
5,0.02,0.3,50,2.65361,29.1635,2,0,15.6149,48.1144
5,0.02,0.4,102,22.5443,36.9937,0,1,26.9979,33.9179
5,0.02,0.4,102,22.5443,37.73,1,1,26.9979,52.8343
5,0.02,0.4,102,22.5443,37.4229,2,1,26.9979,50.5034
5,0.02,0.4,105,17.8311,36.5645,0,1,26.3085,33.8828
5,0.02,0.4,105,17.8311,37.2982,1,1,26.3085,52.3425
5,0.02,0.4,105,17.8311,36.9157,2,1,26.3085,50.9062
5,0.02,0.4,110,19.9935,32.8919,0,1,25.2082,33.9485
5,0.02,0.4,110,19.9935,34.8779,1,1,25.2082,52.9254
5,0.02,0.4,110,19.9935,33.3963,2,1,25.2082,50.4953
5,0.02,0.4,120,19.0779,31.466,0,1,23.4079,33.969
5,0.02,0.4,120,19.0779,32.6895,1,1,23.4079,52.959
5,0.02,0.4,120,19.0779,33.4238,2,1,23.4079,50.1122
5,0.02,0.4,150,16.1894,24.3037,0,1,19.3675,34.0715
5,0.02,0.4,150,16.1894,25.8059,1,1,19.3675,53.046
5,0.02,0.4,150,16.1894,24.5363,2,1,19.3675,51.3794
5,0.02,0.4,98,25.5876,27.1967,0,0,32.363,34.0216
5,0.02,0.4,98,25.5876,61.7083,1,0,32.363,53.1821
5,0.02,0.4,98,25.5876,62.9918,2,0,32.363,51.1852
5,0.02,0.4,95,23.9953,25.4122,0,0,31.6706,33.8821
5,0.02,0.4,95,23.9953,60.0085,1,0,31.6706,52.8556
5,0.02,0.4,95,23.9953,60.512,2,0,31.6706,50.7928
5,0.02,0.4,90,21.5487,23.2188,0,0,30.3255,34.224
5,0.02,0.4,90,21.5487,55.8602,1,0,30.3255,52.2664
5,0.02,0.4,90,21.5487,56.4902,2,0,30.3255,50.3889
5,0.02,0.4,80,16.7516,17.846,0,0,27.7246,34.1053
5,0.02,0.4,80,16.7516,50.7415,1,0,27.7246,52.8964
5,0.02,0.4,80,16.7516,50.5175,2,0,27.7246,51.4055
5,0.02,0.4,50,5.64888,6.17902,0,0,19.4131,34.0448
5,0.02,0.4,50,5.64888,31.0434,1,0,19.4131,52.246
5,0.02,0.4,50,5.64888,31.7934,2,0,19.4131,50.8443
